"BUSINESS YEAR","STATE CODE","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","STANDARD COMPONENT ID","PLAN ID","BENEFIT NAME","IS EHB","IS STATE MANDATE","IS COVERED","QUANTITY LIMIT ON SVC","LIMIT QUANTITY","LIMIT UNIT","MINIMUM STAY",EXCLUSIONS,EXPLANATION,"EHB VAR REASON","IS SUBJECTED TO DED TIER 1","IS SUBJECTED TO DED TIER 2","IS EXCLUDED FROM INN MOOP","IS EXCLUDED FROM OON MOOP"
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042304,41304MA0042304-01,"Well Baby Visits and Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042304,41304MA0042304-01,"Delivery and All Inpatient Services for Maternity Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042304,41304MA0042304-01,"Chiropractic Care",Yes,,Yes,No,,,,,"This health plan covers outpatient chiropractic services when they are furnished for you by a chiropractor who is licensed to furnish the specific covered service.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Outpatient Rehabilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 combined visit limit for physical therapy/occupational therapy per benefit period, but no benefit limit for speech therapy or when any of these covered services are furnished to treat autism spectrum disorders or as part of covered home health plan of care.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Outpatient Surgery Physician/Surgical Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Primary Care Visit to Treat an Injury or Illness",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Orthodontia - Adult",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Reconstructive Surgery",Yes,,Yes,No,,,,,"This means non-dental surgery that is meant to improve or give you back bodily function or to correct a functional physical impairment that was caused by: a birth defect; developmental abnormality; a prior surgical procedure or disease; or an accidental injury. It also includes surgery that is done to correct a deformity or disfigurement that was caused by an accidental injury.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Substance Abuse Disorder Inpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Major Dental Care - Child",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Routine Dental Services (Adult)",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,Radiation,Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Hearing Aids",Yes,,Yes,Yes,2000,"Dollars per 3 Years",,,"$2,000 for one hearing aid for each hearing impaired ear every 36 months for members 21 years or younger.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Private-Duty Nursing",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Specialty Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Home Health Care Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,Yes,No,,,,,"In a Rehabilitation Hospital (60-day benefit limit per member per benefit period).",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,Chemotherapy,Yes,,Yes,No,,,,,"Coverage includes orally administered anticancer medication used to eliminate or slow the growth of cancerous cells.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Emergency Room Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Routine Foot Care",No,,Yes,No,,,,,"Covered for Diabetes and some circulatory diseases.","Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Routine Eye Exam (Adult)",No,,Yes,Yes,1,"Exam(s) per Benefit Period",,,,"Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Substance Abuse Disorder Outpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Weight Loss Programs",Yes,,Yes,Yes,6,"Months per Year",,,"Coverage for six months of membership fees in a qualified weight-loss program for either a covered Subscriber or one covered Dependent (see MassGeneralBrighamHealthPlan.org for qualifications).","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,Transplant,Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Major Dental Care - Adult",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Rehabilitative Occupational and Rehabilitative Physical Therapy",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 visits combined outpatient physical and occupational therapy.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Orthodontia - Child",No,,Yes,No,,,,,"Medically necessary orthodontia covered.","Additional EHB Benefit",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Generic Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Basic Dental Care - Child",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Emergency Transportation/Ambulance",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Abortion for Which Public Funding is Prohibited",No,,Yes,No,,,,,,"Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Non-Preferred Brand Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Mental/Behavioral Health Inpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Well Baby Visits and Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Eye Glasses for Children",Yes,,Yes,Yes,1,"Item(s) per Benefit Period",,,"1 pair eyeglasses per benefit period with no cost-sharing for a 'Collection Frame'. Contact lenses once per year in lieu of eyeglasses.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Inpatient Physician and Surgical Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,Dialysis,Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Skilled Nursing Facility",Yes,,Yes,Yes,100,"Days per Benefit Period",,,"Benefit limit per member.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Allergy Testing",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Routine Eye Exam for Children",Yes,,Yes,Yes,1,"Exam(s) per Benefit Period",,,"1 exam(s) per benefit period with no cost-sharing.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Cosmetic Surgery",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Prosthetic Devices",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Infertility Treatment",Yes,,Yes,No,,,,,"Only covers services to diagnose and treat infertility if unable to conceive after one year, or the member is age 35 or older and has not been able to conceive for 6 months; cryopreservation is covered if the member will undergo medical treatment which results in infertility.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Habilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 combined visit limit for physical therapy/occupational therapy per benefit period, but no benefit limit for speech therapy or when any of these covered services are furnished to treat autism spectrum disorders or as part of covered home health plan of care.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Specialist Visit",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"X-rays and Diagnostic Imaging",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Diabetes Education",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Basic Dental Care - Adult",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Accidental Dental",No,,Yes,No,,,,,"Covered when provided in an emergency room within 72 hours of an accident or injury.","Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Delivery and All Inpatient Services for Maternity Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Mental/Behavioral Health Outpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Bariatric Surgery",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,Acupuncture,No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Imaging (CT/PET Scans, MRIs)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Hospice Services",Yes,,Yes,No,,,,,"Hospice services' means pain control and symptom relief and supportive and other care for a member who is terminally ill (the patient is expected to live six months or less).",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Prenatal and Postnatal Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Preventive Care/Screening/Immunization",Yes,,Yes,Yes,1,"Exam(s) per Benefit Period",,,"GYN exam limited to one exam per benefit period.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Treatment for Temporomandibular Joint Disorders",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Rehabilitative Speech Therapy",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Infusion Therapy",Yes,,Yes,No,,,,,"Home infusion therapy that is furnished for you by a home infusion therapy provider. This includes: the infusion solution; the preparation of the solution; the equipment for its administration; and necessary part-time nursing.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Chiropractic Care",Yes,,Yes,No,,,,,"This health plan covers outpatient chiropractic services when they are furnished for you by a chiropractor who is licensed to furnish the specific covered service.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Preferred Brand Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Long-Term/Custodial Nursing Home Care",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Dental Check-Up for Children",Yes,,Yes,Yes,2,"Exam(s) per Benefit Period",,,"See Schedule of Benefits for more detail.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Urgent Care Centers or Facilities",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Laboratory Outpatient and Professional Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Durable Medical Equipment",Yes,,Yes,No,,,,,"One electric breast pump per birth (rented or purchased).","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042306,41304MA0042306-01,"Nutritional Counseling",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Substance Abuse Disorder Outpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Specialist Visit",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Diabetes Education",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Urgent Care Centers or Facilities",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,Acupuncture,No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Imaging (CT/PET Scans, MRIs)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Substance Abuse Disorder Inpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Routine Dental Services (Adult)",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Durable Medical Equipment",Yes,,Yes,No,,,,,"One electric breast pump per birth (rented or purchased).","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Preferred Brand Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,Chemotherapy,Yes,,Yes,No,,,,,"Coverage includes orally administered anticancer medication used to eliminate or slow the growth of cancerous cells.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Accidental Dental",No,,Yes,No,,,,,"Covered when provided in an emergency room within 72 hours of an accident or injury.","Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Treatment for Temporomandibular Joint Disorders",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Allergy Testing",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Weight Loss Programs",Yes,,Yes,Yes,6,"Months per Year",,,"Coverage for six months of membership fees in a qualified weight-loss program for either a covered Subscriber or one covered Dependent (see MassGeneralBrighamHealthPlan.org for qualifications).","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,Transplant,Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Mental/Behavioral Health Outpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Outpatient Rehabilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 combined visit limit for physical therapy/occupational therapy per benefit period, but no benefit limit for speech therapy or when any of these covered services are furnished to treat autism spectrum disorders or as part of covered home health plan of care.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,Yes,No,,,,,"In a Rehabilitation Hospital (60-day benefit limit per member per benefit period).",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Rehabilitative Speech Therapy",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Abortion for Which Public Funding is Prohibited",No,,Yes,No,,,,,,"Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Mental/Behavioral Health Inpatient Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Routine Eye Exam for Children",Yes,,Yes,Yes,1,"Exam(s) per Benefit Period",,,"1 exam(s) per benefit period with no cost-sharing.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Orthodontia - Child",No,,Yes,No,,,,,"Medically necessary orthodontia covered.","Additional EHB Benefit",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Major Dental Care - Adult",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"X-rays and Diagnostic Imaging",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Habilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 combined visit limit for physical therapy/occupational therapy per benefit period, but no benefit limit for speech therapy or when any of these covered services are furnished to treat autism spectrum disorders or as part of covered home health plan of care.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Major Dental Care - Child",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Inpatient Physician and Surgical Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Nutritional Counseling",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Reconstructive Surgery",Yes,,Yes,No,,,,,"This means non-dental surgery that is meant to improve or give you back bodily function or to correct a functional physical impairment that was caused by: a birth defect; developmental abnormality; a prior surgical procedure or disease; or an accidental injury. It also includes surgery that is done to correct a deformity or disfigurement that was caused by an accidental injury.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Rehabilitative Occupational and Rehabilitative Physical Therapy",Yes,,Yes,Yes,60,"Visit(s) per Benefit Period",,,"60 visits combined outpatient physical and occupational therapy.","Substantially Equal",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Delivery and All Inpatient Services for Maternity Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Prenatal and Postnatal Care",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Long-Term/Custodial Nursing Home Care",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Basic Dental Care - Child",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Emergency Room Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Infusion Therapy",Yes,,Yes,No,,,,,"Home infusion therapy that is furnished for you by a home infusion therapy provider. This includes: the infusion solution; the preparation of the solution; the equipment for its administration; and necessary part-time nursing.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Chiropractic Care",Yes,,Yes,No,,,,,"This health plan covers outpatient chiropractic services when they are furnished for you by a chiropractor who is licensed to furnish the specific covered service.",,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Routine Foot Care",No,,Yes,No,,,,,"Covered for Diabetes and some circulatory diseases.","Not EHB",,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Home Health Care Services",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Orthodontia - Adult",No,,No,,,,,,,,,,,
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Non-Preferred Brand Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Generic Drugs",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,Yes,No,,,,,,,,,No,No
2026,MA,41304,SERFF,1,1/13/2026,41304MA0042308,41304MA0042308-01,Dialysis,Yes,,Yes,No,,,,,,,,,No,No
